mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Calm,Lovely,A.M. Paradox,Brent Faiyaz,2jGjNCH6Op0BqBHPc4Rd8d,2016-09-20,61,291098,0.385,0.575,0.473,2.88e-05,0.13,0.0575,-8.656,0.0519,143.614,8,3
Calm,Afraid,Afraid,Xavier Omär,2zIkPM6r0yEjWt18qG3jP3,2017-03-29,50,220043,0.726,0.355,0.296,0.0,0.112,0.148,-7.859,0.0393,123.942,4,4
Calm,Blue World,Circles,Mac Miller,2hwOoMtWPtTSSn6WHV7Vp5,2020-01-17,76,209440,0.742,0.389,0.553,0.0,0.0694,0.508,-8.98,0.419,84.931,8,4
Calm,Easily,A Song For Every Moon,Bruno Major,2k9N4caeCIJLOWwWwssrEM,2017-08-31,75,210240,0.772,0.491,0.256,0.00612,0.144,0.357,-8.545,0.0481,118.902,7,3
Calm,Scared to Go Home,Scared to Go Home,Mindchatter,5gXLhbWoo01qNyGois2Doc,2020-04-08,23,179453,0.784,0.125,0.601,0.000122,0.0789,0.668,-8.54,0.0486,132.021,6,4
Calm,My Time,My Time,Julian Lamadrid,7bbphNnvNMrOym1PvjHaSu,2020-04-10,0,179560,0.728,0.161,0.583,0.0,0.123,0.392,-7.406,0.0458,105.047,7,4
Calm,Running Away,Running Away,Genevieve Stokes,10wQ1DKIMOfJy6vFUc3ClF,2020-04-10,0,186706,0.432,0.947,0.256,7.15e-06,0.161,0.168,-9.95,0.0416,115.721,0,4
Calm,My Vibe,My Vibe,Mt. Joy,6mf82AFoXnHzIo7sOxfFcH,2020-04-09,0,157266,0.673,0.493,0.704,2.04e-06,0.0732,0.578,-5.766,0.0339,93.547,6,4
Calm,Hunter,Hunter,Becca Mancari,6HsTyyMAHbWQdBU33OvTDz,2020-04-07,0,169257,0.712,0.302,0.676,0.00779,0.156,0.884,-6.297,0.0331,149.963,0,4
Calm,Zeus,Zeus,Croosh,0NbxvadJQOnlwk3cFbhDNV,2016-12-17,46,150622,0.889,0.413,0.324,0.0,0.09,0.577,-7.55,0.0468,110.041,5,4
Calm,Too Deep,SEPT 5TH,dvsn,3uSSjnDMmoyERaAK9KvpJR,2016-03-27,60,200223,0.616,0.284,0.243,0.149,0.264,0.56,-13.975,0.103,183.948,9,4
Calm,Good Love,Good Love,11:11,37YyskMNuGKjKwjifDaHzB,2017-06-13,39,266281,0.646,0.689,0.325,3.55e-06,0.084,0.321,-7.941,0.0311,127.894,11,4
Calm,Best Part (feat. H.E.R.),H.E.R.,H.E.R.,4OBZT9EnhYIV17t4pGw7ig,2017-10-20,73,209400,0.473,0.793,0.371,0.0,0.109,0.413,-10.219,0.0405,75.205,4,4
